"Date","System of production","Product origin","Product subgroup","Sales region","Price"
2021-03-01,"Conventional","Region 5","CH Milk ","Switzerland",57.043074
2021-03-01,NA,"USA / Canada","International Milk","USA",35.454992
2021-03-01,"Conventional","Region 3","CH Milk ","Switzerland",60.820709
2021-03-01,"Bio","Region 2","CH Milk ","Switzerland",76.331267
2021-03-01,"Bio","Switzerland","CH Milk ","Switzerland",76.536999
2021-03-01,NA,"Region 1","CH Milk ","Switzerland",74.944728
2021-03-01,"Conventional","Region 2","CH Milk ","Switzerland",60.057716
2021-03-01,NA,"New Zealand","International Milk","New Zealand",38.298029
2021-03-01,"Bio","Region 4","CH Milk ","Switzerland",75.591812
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-03-01,NA,"Germany","International Milk","Germany",37.546228
2021-03-01,"Bio","Region 1","CH Milk ","Switzerland",80.634573
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.8
2021-03-01,"Conventional","Region 4","CH Milk ","Switzerland",61.810652
2021-02-01,NA,"Rest of the world, non-Swiss","International Milk",NA,35.714266
2021-02-01,"Conventional","Region 5","CH Milk ","Switzerland",74.969098
2021-02-01,NA,"EU","International Milk","EU-28",37.966544
2021-02-01,"Conventional","Region 4","CH Milk ","Switzerland",62.554454
2021-02-01,"Conventional","Region 2","CH Milk ","Switzerland",69.541191
2021-02-01,"Bio","Region 1","CH Milk ","Switzerland",82.372316
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.864221
2021-02-01,"Conventional","Region 3","CH Milk ","Switzerland",61.28415
2021-02-01,"Bio","Region 2","CH Milk ","Switzerland",77.308824
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",52.2
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",49.175317
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.370698
2021-02-01,NA,"Germany","International Milk","Germany",36.32434
2021-02-01,NA,"Region 1","CH Milk ","Switzerland",74.947051
2021-02-01,"Bio","Region 4","CH Milk ","Switzerland",78.697736
2021-02-01,NA,"Switzerland","CH Milk ","Switzerland",67.337995
2021-02-01,"Conventional","Region 4","CH Milk ","Switzerland",68.920505
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.669811
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.103268
2021-02-01,"Conventional","Region 1","CH Milk ","Switzerland",81.217866
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",52.2
2021-02-01,"Conventional","Region 2","CH Milk ","Switzerland",66.980701
2021-02-01,NA,"Region 2","CH Milk ","Switzerland",64.371433
2021-02-01,NA,"Austria","International Milk","Austria",40.154125
2021-02-01,NA,"Switzerland","CH Milk ","Switzerland",65.695604
2021-02-01,NA,"USA / Canada","International Milk","USA",33.032982
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.491399
2021-02-01,"Conventional","Region 5","CH Milk ","Switzerland",74.788993
2021-02-01,NA,"New Zealand","International Milk","New Zealand",37.537973
2021-02-01,NA,"France","International Milk","France",36.781895
2021-02-01,"Conventional","Region 2","CH Milk ","Switzerland",60.790373
2021-02-01,"Bio","Switzerland","CH Milk ","Switzerland",78.437875
2021-02-01,NA,"Italy","International Milk","Italy",39.522123
2021-02-01,"Conventional","Region 1","CH Milk ","Switzerland",84.136012
2021-02-01,NA,"Region 3","CH Milk ","Switzerland",63.154016
2021-02-01,NA,"Region 4","CH Milk ","Switzerland",66.193079
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-02-01,NA,"Italy","International Milk","Italy",39.557403
2021-02-01,"Conventional","Region 1","CH Milk ","Switzerland",64.142829
2021-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-02-01,"Conventional","Region 5","CH Milk ","Switzerland",57.94425
2021-02-01,NA,"Region 5","CH Milk ","Switzerland",70.366407
2021-02-01,"Conventional","Region 4","CH Milk ","Switzerland",66.582658
2021-01-01,"Conventional","Region 4","CH Milk ","Switzerland",70.539694
2021-01-01,"Conventional","Region 2","CH Milk ","Switzerland",68.793452
2021-01-01,"Conventional","Region 2","CH Milk ","Switzerland",69.679659
2021-01-01,"Conventional","Region 5","CH Milk ","Switzerland",77.584209
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-01-01,"Conventional","Region 5","CH Milk ","Switzerland",77.23569
2021-01-01,NA,"Region 4","CH Milk ","Switzerland",67.669443
2021-01-01,NA,"France","International Milk","France",36.472259
2021-01-01,"Conventional","Region 5","CH Milk ","Switzerland",60.735868
2021-01-01,NA,"Italy","International Milk","Italy",39.295303
2021-01-01,"Conventional","Region 4","CH Milk ","Switzerland",68.011411
2021-01-01,NA,"Region 3","CH Milk ","Switzerland",66.628277
2021-01-01,NA,"Region 2","CH Milk ","Switzerland",66.45633
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.2
2021-01-01,NA,"Italy","International Milk","Italy",37.037818
2021-01-01,NA,"Rest of the world, non-Swiss","International Milk",NA,33.782403
2021-01-01,"Conventional","Region 1","CH Milk ","Switzerland",82.012957
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.008266
2021-01-01,"Bio","Region 1","CH Milk ","Switzerland",83.736618
2021-01-01,NA,"Austria","International Milk","Austria",39.848125
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.973372
2021-01-01,NA,"Region 5","CH Milk ","Switzerland",73.330197
2021-01-01,NA,"Switzerland","CH Milk ","Switzerland",67.422732
2021-01-01,"Bio","Region 4","CH Milk ","Switzerland",81.066794
2021-01-01,NA,"New Zealand","International Milk","New Zealand",34.894092
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",63.700005
2021-01-01,NA,"EU","International Milk","EU-28",37.632626
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.529387
2021-01-01,"Conventional","Region 1","CH Milk ","Switzerland",65.365977
2021-01-01,"Conventional","Region 1","CH Milk ","Switzerland",84.842503
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.058995
2021-01-01,"Conventional","Region 2","CH Milk ","Switzerland",62.5734
2021-01-01,"Bio","Region 2","CH Milk ","Switzerland",83.359642
2021-01-01,NA,"Germany","International Milk","Germany",36.091695
2021-01-01,NA,"USA / Canada","International Milk","USA",33.437024
2021-01-01,"Conventional","Region 3","CH Milk ","Switzerland",64.499888
2021-01-01,"Conventional","Region 4","CH Milk ","Switzerland",64.088558
2021-01-01,NA,"Region 1","CH Milk ","Switzerland",75.822698
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",73
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.2
2021-01-01,NA,"Switzerland","CH Milk ","Switzerland",69.1083
2021-01-01,"Bio","Switzerland","CH Milk ","Switzerland",82.539071
2021-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.124542
2020-12-01,"Conventional","Region 1","CH Milk ","Switzerland",63.695364
2020-12-01,"Conventional","Region 2","CH Milk ","Switzerland",68.581629
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2020-12-01,NA,"Region 4","CH Milk ","Switzerland",66.419273
2020-12-01,NA,"Switzerland","CH Milk ","Switzerland",67.918831
2020-12-01,NA,"France","International Milk","France",36.649093
2020-12-01,"Bio","Region 1","CH Milk ","Switzerland",84.848941
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2020-12-01,"Bio","Region 2","CH Milk ","Switzerland",85.00159
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",50.022879
2020-12-01,"Conventional","Region 2","CH Milk ","Switzerland",60.205601
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",50.8
2020-12-01,"Conventional","Region 4","CH Milk ","Switzerland",67.032888
2020-12-01,"Conventional","Region 2","CH Milk ","Switzerland",67.029008
2020-12-01,NA,"Switzerland","CH Milk ","Switzerland",66.262274
2020-12-01,"Conventional","Region 1","CH Milk ","Switzerland",82.787122
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.732807
2020-12-01,"Conventional","Region 5","CH Milk ","Switzerland",58.089055
2020-12-01,"Bio","Region 4","CH Milk ","Switzerland",80.955882
2020-12-01,NA,"Region 1","CH Milk ","Switzerland",76.064039
2020-12-01,"Conventional","Region 5","CH Milk ","Switzerland",75.893498
2020-12-01,NA,"Italy","International Milk","Italy",38.852123
2020-12-01,NA,"Italy","International Milk","Italy",37.985685
2020-12-01,NA,"Region 2","CH Milk ","Switzerland",64.785098
2020-12-01,"Conventional","Region 5","CH Milk ","Switzerland",76.340242
2020-12-01,NA,"Rest of the world, non-Swiss","International Milk",NA,34.285452
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.713798
2020-12-01,NA,"Germany","International Milk","Germany",36.232044
2020-12-01,NA,"Region 5","CH Milk ","Switzerland",71.990044
2020-12-01,NA,"USA / Canada","International Milk","USA",35.464352
2020-12-01,NA,"New Zealand","International Milk","New Zealand",33.636516
2020-12-01,"Conventional","Region 4","CH Milk ","Switzerland",62.375028
2020-12-01,"Conventional","Region 3","CH Milk ","Switzerland",62.783668
2020-12-01,NA,"Austria","International Milk","Austria",41.937922
2020-12-01,"Bio","Switzerland","CH Milk ","Switzerland",83.366396
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.642035
2020-12-01,NA,"EU","International Milk","EU-28",38.276625
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.028782
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.715591
2020-12-01,NA,"Region 3","CH Milk ","Switzerland",64.910281
2020-12-01,"Conventional","Region 1","CH Milk ","Switzerland",86.035697
2020-12-01,"Conventional","Region 4","CH Milk ","Switzerland",70.109454
2020-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",50.8
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.33312
2020-11-01,"Bio","Region 2","CH Milk ","Switzerland",84.973453
2020-11-01,"Bio","Region 1","CH Milk ","Switzerland",82.809628
2020-11-01,"Conventional","Region 5","CH Milk ","Switzerland",78.380435
2020-11-01,"Conventional","Region 2","CH Milk ","Switzerland",69.281499
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.027621
2020-11-01,"Conventional","Region 1","CH Milk ","Switzerland",81.74752
2020-11-01,NA,"Switzerland","CH Milk ","Switzerland",66.485703
2020-11-01,NA,"Switzerland","CH Milk ","Switzerland",68.147846
2020-11-01,"Conventional","Region 4","CH Milk ","Switzerland",62.175819
2020-11-01,"Conventional","Region 5","CH Milk ","Switzerland",79.310417
2020-11-01,NA,"EU","International Milk","EU-28",38.08665
2020-11-01,"Bio","Switzerland","CH Milk ","Switzerland",83.028587
2020-11-01,NA,"Region 3","CH Milk ","Switzerland",65.37543
2020-11-01,"Conventional","Region 1","CH Milk ","Switzerland",62.979068
2020-11-01,NA,"Italy","International Milk","Italy",38.215469
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.229769
2020-11-01,NA,"Region 5","CH Milk ","Switzerland",74.466315
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.489174
2020-11-01,NA,"Germany","International Milk","Germany",36.07805
2020-11-01,NA,"USA / Canada","International Milk","USA",42.159798
2020-11-01,NA,"Rest of the world, non-Swiss","International Milk",NA,34.064168
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",49.906961
2020-11-01,NA,"Region 1","CH Milk ","Switzerland",75.715689
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.3
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2020-11-01,NA,"Austria","International Milk","Austria",40.553608
2020-11-01,NA,"Italy","International Milk","Italy",38.723521
2020-11-01,NA,"Region 4","CH Milk ","Switzerland",66.297947
2020-11-01,NA,"New Zealand","International Milk","New Zealand",33.266463
2020-11-01,"Conventional","Region 5","CH Milk ","Switzerland",58.054696
2020-11-01,NA,"Region 2","CH Milk ","Switzerland",65.218785
2020-11-01,"Conventional","Region 2","CH Milk ","Switzerland",60.077047
2020-11-01,NA,"France","International Milk","France",36.346791
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.3
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.138816
2020-11-01,"Conventional","Region 3","CH Milk ","Switzerland",62.987633
2020-11-01,"Conventional","Region 2","CH Milk ","Switzerland",67.633603
2020-11-01,"Conventional","Region 1","CH Milk ","Switzerland",84.873869
2020-11-01,"Conventional","Region 4","CH Milk ","Switzerland",70.175749
2020-11-01,"Conventional","Region 4","CH Milk ","Switzerland",66.623165
2020-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2020-11-01,"Bio","Region 4","CH Milk ","Switzerland",80.876591
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",51.801618
2020-10-01,NA,"Region 1","CH Milk ","Switzerland",76.993241
2020-10-01,NA,"Italy","International Milk","Italy",37.459482
2020-10-01,"Conventional","Region 3","CH Milk ","Switzerland",65.354684
2020-10-01,NA,"Germany","International Milk","Germany",35.742924
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",49.3
2020-10-01,"Conventional","Region 5","CH Milk ","Switzerland",83.683206
2020-10-01,NA,"Region 2","CH Milk ","Switzerland",67.425998
2020-10-01,"Bio","Switzerland","CH Milk ","Switzerland",88.221607
2020-10-01,NA,"USA / Canada","International Milk","USA",39.812809
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",49.3
2020-10-01,"Conventional","Region 4","CH Milk ","Switzerland",63.948939
2020-10-01,NA,"Region 3","CH Milk ","Switzerland",67.814732
2020-10-01,"Conventional","Region 2","CH Milk ","Switzerland",68.873207
2020-10-01,NA,"Region 5","CH Milk ","Switzerland",78.790049
2020-10-01,NA,"Region 4","CH Milk ","Switzerland",67.48475
2020-10-01,"Conventional","Region 2","CH Milk ","Switzerland",68.857012
2020-10-01,NA,"Italy","International Milk","Italy",38.058876
2020-10-01,NA,"EU","International Milk","EU-28",37.669555
2020-10-01,NA,"France","International Milk","France",36.793072
2020-10-01,"Conventional","Region 4","CH Milk ","Switzerland",67.460876
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",63.640037
2020-10-01,"Bio","Region 2","CH Milk ","Switzerland",91.438826
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.163638
2020-10-01,"Conventional","Region 1","CH Milk ","Switzerland",82.964834
2020-10-01,NA,"New Zealand","International Milk","New Zealand",31.296069
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.349005
2020-10-01,NA,"Rest of the world, non-Swiss","International Milk",NA,33.830685
2020-10-01,"Conventional","Region 2","CH Milk ","Switzerland",62.936468
2020-10-01,"Bio","Region 1","CH Milk ","Switzerland",86.842039
2020-10-01,"Bio","Region 4","CH Milk ","Switzerland",84.680568
2020-10-01,NA,"Switzerland","CH Milk ","Switzerland",69.780025
2020-10-01,"Conventional","Region 4","CH Milk ","Switzerland",70.358124
2020-10-01,NA,"Austria","International Milk","Austria",39.898729
2020-10-01,"Conventional","Region 1","CH Milk ","Switzerland",86.228723
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.62612
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2020-10-01,"Conventional","Region 1","CH Milk ","Switzerland",63.671004
2020-10-01,"Conventional","Region 5","CH Milk ","Switzerland",61.664753
2020-10-01,"Conventional","Region 5","CH Milk ","Switzerland",85.388558
2020-10-01,NA,"Switzerland","CH Milk ","Switzerland",68.078074
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2020-10-01,"Conventional","Switzerland","CH Milk ","Switzerland",68.364874
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.744099
2020-09-01,NA,"Region 2","CH Milk ","Switzerland",66.788746
2020-09-01,NA,"Switzerland","CH Milk ","Switzerland",67.557776
2020-09-01,"Conventional","Region 4","CH Milk ","Switzerland",69.105503
2020-09-01,"Conventional","Region 1","CH Milk ","Switzerland",63.393145
2020-09-01,"Conventional","Region 1","CH Milk ","Switzerland",82.602324
2020-09-01,NA,"Rest of the world, non-Swiss","International Milk",NA,33.537307
2020-09-01,"Conventional","Region 1","CH Milk ","Switzerland",85.320991
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",71
2020-09-01,NA,"Region 5","CH Milk ","Switzerland",76.73314
2020-09-01,NA,"Switzerland","CH Milk ","Switzerland",69.246721
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",50.740884
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",49.4
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",49.4
2020-09-01,"Conventional","Region 2","CH Milk ","Switzerland",68.242202
2020-09-01,"Conventional","Region 5","CH Milk ","Switzerland",63.410169
2020-09-01,NA,"Region 4","CH Milk ","Switzerland",66.709071
2020-09-01,"Conventional","Region 3","CH Milk ","Switzerland",63.794681
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",67.59021
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",62.820967
2020-09-01,"Conventional","Region 2","CH Milk ","Switzerland",67.627119
2020-09-01,NA,"EU","International Milk","EU-28",36.615514
2020-09-01,"Conventional","Region 4","CH Milk ","Switzerland",66.739058
2020-09-01,"Conventional","Region 5","CH Milk ","Switzerland",80.804548
2020-09-01,"Conventional","Switzerland","CH Milk ","Switzerland",71.45644
